,Player,Squad,Rating,user,player,rating
6484,João Afonso,Santa Clara,1.9836065573770492,113,2616,1.9836066
2046,Hernani,Saint-Étienne,2.617142857142857,44,863,2.617143
4356,Casemiro,Manchester Utd,3.6265060240963853,25,1802,3.626506
5378,Xavier Chavalerin,Troyes,2.372670807453416,35,1859,2.372671
2113,Jakub Jankto,Getafe,2.335195530726257,8,888,2.3351955
27,Joselu,Alavés,2.4583333333333335,0,8,2.4583333
2040,Andrea Favilli,Hellas Verona,1.6527777777777777,80,857,1.6527778
3928,Bruno Guimarães,Newcastle Utd,3.253807106598985,14,1322,3.253807
6185,Geny Catamo,Marítimo,2.522167487684729,103,2489,2.5221674
3216,Jeff Reine-Adélaïde,Nice,3.2807692307692307,29,1331,3.2807693
3814,Jean-Kévin Augustin,Nantes,1.8935185185185186,20,1580,1.8935186
129,Ismaël Traoré,Brest,2.28125,16,55,2.28125
5071,Giulio Maggiore,Spezia,2.5402843601895735,86,2098,2.5402844
6721,Nuno Lima,Paços,2.5255102040816326,108,2720,2.5255103
4599,Borja Mayoral,Roma,2.447058823529412,60,892,2.447059
13,John Guidetti,Burnley,1.9578313253012047,6,6,1.9578314
5872,Vladimír Coufal,West Ham,2.71978021978022,52,2386,2.7197802
4476,Andrew Gravillon,Inter,2.2336448598130842,64,1869,2.233645
1525,Emre Can,Bayern Munich,3.237082066869301,71,652,3.237082
2365,Dedryck Boyata,Hertha BSC,1.9340101522842639,89,984,1.9340101
4648,Ryad Boudebouz,Celta Vigo,3.184331797235023,10,1933,3.184332
3052,Thiago Alcántara,Bayern Munich,3.756838905775076,71,1262,3.7568388
4005,Lucas Da Cunha,Nice,2.707692307692308,29,608,2.7076924
2340,Adrien Tameze,Hellas Verona,2.8796296296296298,80,976,2.8796296
374,Giuseppe Pezzella,Genoa,2.7037037037037037,51,148,2.7037036
4990,Karim Rekik,Sevilla,2.5703125,85,2057,2.5703125
6550,Pedro Brazão,Nice,2.6423076923076922,29,2645,2.6423078
939,M'Baye Niang,Genoa,2.0864197530864197,51,394,2.0864198
6553,Gustavo Assuncao,Famalicão,2.758241758241758,1,2646,2.7582417
4573,Bryan Cristante,Benfica,3.0199335548172757,65,1907,3.0199335
2147,Óscar Rodríguez Arnaiz,Celta Vigo,2.705069124423963,10,897,2.705069
3591,Jemerson,Monaco,2.1672727272727275,42,1484,2.1672728
6212,Valentino Lazaro,Newcastle Utd,2.7766497461928936,14,2502,2.7766497
5755,Moi Gómez,Villarreal,2.9382239382239383,15,2345,2.9382238
3623,Nicolas de Préville,Metz,2.40625,45,1502,2.40625
529,Florian Niederlechner,Mainz 05,2.4857142857142858,41,220,2.4857142
3714,Cesc Fàbregas,Arsenal,2.8641975308641974,56,1538,2.8641975
4732,Norbert Gyömbér,Salernitana,2.3245033112582782,82,1975,2.3245034
1269,Edoardo Goldaniga,Sassuolo,2.1707317073170733,78,541,2.1707318
4281,Óscar Valentín,Rayo Vallecano,2.471111111111111,17,1769,2.471111
1394,Kenedy,Getafe,2.798882681564246,8,591,2.7988827
4850,Stefano Sensi,Inter,2.803738317757009,64,1047,2.8037384
4009,Flavius Daniliuc,Salernitana,2.4768211920529803,82,1649,2.4768212
4390,Jesús Vallejo,Real Madrid,2.315625,11,1818,2.315625
1797,Séamus Coleman,Everton,2.5950920245398774,73,778,2.595092
2979,Panagiotis Retsos,Leverkusen,1.748091603053435,47,974,1.7480916
1441,Jean-Claude Billong,Clermont Foot,2.2060301507537687,38,606,2.2060301
5119,Kévin Gameiro,Atlético Madrid,2.48068669527897,21,2122,2.4806867
6671,Edgar Costa,Marítimo,2.729064039408867,103,2696,2.729064
3811,Jean-Kévin Augustin,RB Leipzig,1.829090909090909,62,1580,1.829091
1273,Edoardo Goldaniga,Cagliari,2.4607329842931938,81,541,2.460733
4703,Sada Thioub,Angers,1.1914893617021276,27,53,1.1914893
1712,Simone Romagnoli,Bologna,2.5929203539823007,66,738,2.5929203
955,Stian Rode Gregersen,Bordeaux,2.4008438818565403,94,400,2.4008439
5066,Petko Hristov,Fiorentina,2.5647058823529414,53,2095,2.5647058
5471,Simone Pafundi,Udinese,2.0337552742616034,40,2248,2.0337553
6050,Zaidu Sanusi,Santa Clara,2.633879781420765,113,2453,2.63388
6283,Abel Ruiz,Barcelona,2.2535211267605635,70,2532,2.2535212
403,Álex Berenguer,Athletic Club,3.111111111111111,87,159,3.1111112
2071,Nicolò Rovella,Juventus,3.263157894736842,79,870,3.2631578
6502,Luis Gómez,Santa Clara,2.060109289617486,113,2628,2.0601094
1977,Jonathan Schmid,Freiburg,2.708791208791209,92,838,2.7087913
158,Amos Pieper,Arminia,2.5405405405405403,46,72,2.5405405
3888,Andrea Petagna,Atalanta,2.393700787401575,50,1618,2.3937008
902,Josuha Guilavogui,Atlético Madrid,2.540772532188841,21,378,2.5407724
352,Matteo Lovato,Atalanta,2.047244094488189,50,140,2.047244
4540,Jonas Martin,Lille,3.0286624203821657,32,1893,3.0286624
4130,Jonás Ramalho,Osasuna,2.065934065934066,88,1708,2.0659342
754,Guido Rodríguez,Betis,3.0304347826086957,96,309,3.0304348
2971,Piero Hincapié,Leverkusen,2.782442748091603,47,1232,2.7824428
6814,Luquinha,Portimonense,3.1098265895953756,112,2775,3.1098266
2920,Shkodran Mustafi,Valencia,2.325,9,1210,2.325
311,Axel Tuanzebe,Manchester Utd,1.9236947791164658,25,126,1.9236947
4644,Denis Bouanga,Lorient,3.0259067357512954,36,1932,3.0259068
661,Eric Maxim Choupo-Moting,Mainz 05,3.1809523809523808,41,269,3.1809523
1989,Nadiem Amiri,Genoa,2.450617283950617,51,843,2.4506173
3665,Theo Hernández,Alavés,3.3402777777777777,0,1517,3.3402777
306,Matt Targett,Newcastle Utd,2.802030456852792,14,123,2.8020306
2335,Giovanni Simeone,Cagliari,1.450261780104712,81,553,1.4502618
4790,Julian Chabot,Spezia,2.4549763033175354,86,1081,2.4549763
2356,Ishak Belfodil,Hertha BSC,2.5939086294416245,89,982,2.5939085
3702,Ruben Aguilar,Montpellier,3.16796875,43,1530,3.1679688
3804,Arnaud Souquet,Nice,2.5884615384615386,29,1576,2.5884616
1927,Riccardo Saponara,Fiorentina,2.8117647058823527,53,817,2.8117647
6207,Gilberto,Hellas Verona,3.3703703703703702,80,2500,3.3703704
3427,Ferrán Torres,Barcelona,2.2711267605633805,70,257,2.2711267
749,Germán Pezzella,Betis,2.360869565217391,96,306,2.3608696
3638,Fodé Ballo-Touré,Milan,2.8339622641509434,95,1508,2.8339622
4981,Jesús Navas,Sevilla,3.1484375,85,2054,3.1484375
1266,Diego Godín,Atlético Madrid,2.6695278969957084,21,540,2.669528
5196,Pascal Stenzel,Stuttgart,2.7850877192982457,49,2161,2.7850878
6048,Pepe,Porto,2.6440677966101696,24,2452,2.6440678
3595,Jean-Armel Kana-Biyik,Metz,2.1302083333333335,45,1486,2.1302083
2134,Darío Poveda,Villarreal,2.054054054054054,15,895,2.054054
4109,Rubén García,Levante,3.174757281553398,7,1698,3.1747572
4904,Giorgos Kyriakopoulos,Sassuolo,3.2235772357723578,78,2026,3.2235773
514,Alfreð Finnbogason,Real Sociedad,2.3486590038314175,28,209,2.348659
6118,Pablo Sarabia,Sporting CP,2.6923076923076925,63,1740,2.6923077
409,Iñigo Lekue,Athletic Club,2.873015873015873,87,163,2.8730159
5106,Anthony Caci,Mainz 05,2.9523809523809526,41,2115,2.952381
6820,Beto,Udinese,2.1265822784810124,40,2239,2.1265824
6770,Tiago Ilori,Aston Villa,2.123076923076923,57,2746,2.123077
5931,Dodi Lukebakio,Watford,2.308108108108108,75,995,2.308108
207,Eddie Nketiah,Arsenal,2.460905349794239,56,91,2.4609053
458,Geoffrey Kondogbia,Monaco,2.829090909090909,42,190,2.8290908
2054,Filippo Melegoni,Atalanta,2.52755905511811,50,867,2.527559
2430,Jacob Bruun Larsen,Dortmund,2.4539007092198584,48,1016,2.4539008
250,Philippe Coutinho,Inter,3.2554517133956384,64,107,3.2554517
5846,Samir Santos,Hellas Verona,2.287037037037037,80,2254,2.2870371
1107,Danny Welbeck,Manchester Utd,2.2409638554216866,25,477,2.240964
5553,Cedric Teuchert,Union Berlin,2.361111111111111,100,2277,2.3611112
1713,Simone Romagnoli,Empoli,2.5990338164251208,101,738,2.5990338
3911,Andre-Frank Zambo Anguissa,Napoli,3.1661237785016287,77,1623,3.1661239
715,Roberto González,Betis,2.0782608695652174,96,294,2.078261
552,Pierre-Emerick Aubameyang,Lille,2.0095541401273884,32,79,2.0095541
1439,Jason Berthomier,Clermont Foot,3.512562814070352,38,605,3.5125628
2270,Afimico Pululu,Greuther Fürth,2.2840236686390534,110,952,2.2840238
3144,Léo Pétrot,Saint-Étienne,2.462857142857143,44,1310,2.4628572
6535,João Carlos Teixeira,Brentford,2.845744680851064,76,2640,2.8457446
1925,Riccardo Saponara,Empoli,2.6666666666666665,101,817,2.6666667
634,Adama Traoré,Wolves,2.402826855123675,74,258,2.4028268
316,Axel Tuanzebe,Napoli,1.980456026058632,77,126,1.980456
6425,André André,Vitória,2.760180995475113,105,2589,2.760181
427,Nico Williams,Athletic Club,2.3544973544973544,87,178,2.3544974
5078,Aurélien Nguiamba,Spezia,2.6587677725118484,86,2101,2.6587677
105,Angelo Fulgini,Mainz 05,2.842857142857143,41,42,2.8428571
3041,Renato Sanches,Bayern Munich,3.559270516717325,71,1257,3.5592706
4238,Santi Comesaña,Rayo Vallecano,3.017777777777778,17,1751,3.0177777
2169,Santiago Arias,Sporting CP,2.5046153846153847,63,906,2.5046153
1709,Samuele Ricci,Torino,2.519230769230769,83,737,2.5192308
89,Bilal Brahimi,Reims,2.3972602739726026,34,36,2.3972602
2241,Maximilian Bauer,Augsburg,2.130890052356021,91,936,2.1308901
3174,Romain Faivre,Brest,3.232142857142857,16,441,3.232143
5629,Gabriel Paulista,Villarreal,2.2625482625482625,15,2297,2.2625482
1949,Dominique Heintz,Köln,1.9562289562289563,93,826,1.956229
4044,Myziane Maolida,Hertha BSC,1.5786802030456852,89,996,1.5786802
2848,Ignatius Ganago,Nice,2.0615384615384613,29,1181,2.0615385
1,Martin Agirregabiria,Famalicão,2.5054945054945055,1,0,2.5054946
4337,David Alaba,Real Madrid,3.084375,11,1795,3.084375
935,Mexer,Estoril,2.457286432160804,106,392,2.4572864
5861,Moussa Sissoko,Watford,2.6486486486486487,75,2379,2.6486487
2720,Patric,Lazio,3.0318021201413425,3,1118,3.0318022
591,Emerson,Tottenham,2.3369565217391304,31,240,2.3369565
5367,Harry Winks,Tottenham,3.25,31,2205,3.25
2936,Roberto Soldado,Levante,2.20873786407767,7,1216,2.2087379
2448,David Raum,Hoffenheim,3.5244444444444443,12,1026,3.5244443
1576,Erik Durm,Dortmund,2.5567375886524824,48,678,2.5567377
5715,David Schnegg,Venezia,2.601156069364162,97,2328,2.601156
213,Nicolas Pépé,Lille,3.156050955414013,32,93,3.156051
778,Cristian Gamboa,Bochum,2.5978835978835977,54,321,2.5978837
3496,Alex Telles,Inter,3.1246105919003115,64,1450,3.1246107
5681,Tyronne Ebuehi,Empoli,2.256038647342995,101,2311,2.2560387
2043,Paolo Ghiglione,Genoa,2.9012345679012346,51,860,2.9012346
6204,João Mário,West Ham,3.1538461538461537,52,2497,3.1538463
1567,Ragnar Ache,Greuther Fürth,2.3491124260355027,110,673,2.3491125
165,Patrick Wimmer,Arminia,3.22972972972973,46,78,3.2297297
4702,Sada Thioub,Nice,2.6153846153846154,29,53,2.6153846
3566,Sofiane Alakouch,Metz,2.890625,45,1473,2.890625
5241,Pietro Pellegri,Monaco,1.6581818181818182,42,1524,1.6581818
6507,Pedro Rodrigues,Famalicão,3.3736263736263736,1,2630,3.3736265
2013,Felipe Caicedo,Genoa,2.191358024691358,51,849,2.191358
273,Lucas Digne,Aston Villa,2.4410256410256412,57,109,2.4410257
3860,Faouzi Ghoulam,Napoli,2.798045602605863,77,1607,2.7980456
4167,Ismaël Gharbi,Paris S-G,1.368421052631579,72,1724,1.3684211
6735,Pedro Ganchas,Paços,2.0255102040816326,108,2727,2.0255103
3788,Stephy Mavididi,Juventus,2.48582995951417,79,1569,2.48583
394,Davide Zappacosta,Torino,3.014423076923077,83,155,3.0144231
583,Memphis Depay,Barcelona,3.3838028169014085,70,238,3.383803
6826,Giannelli Imbula,Portimonense,2.791907514450867,112,2780,2.7919075
6344,Rui Fonte,Crystal Palace,2.033613445378151,98,2551,2.0336134
6574,André Franco,Estoril,3.0552763819095476,106,2662,3.0552764
520,Carlos Gruezo,Augsburg,2.261780104712042,91,213,2.26178
1763,Victor Perea,Espanyol,1.1623931623931625,2,762,1.1623932
1875,Marco Benassi,Inter,2.710280373831776,64,722,2.7102804
3965,Kieran Trippier,Atlético Madrid,2.9012875536480687,21,201,2.9012876
3344,Takefusa Kubo,Real Sociedad,2.796934865900383,28,1393,2.7969348
2253,Sebastian Griesbeck,Greuther Fürth,1.6863905325443787,110,941,1.6863905
3224,Islam Slimani,Newcastle Utd,2.0964467005076144,14,1333,2.0964468
526,Arne Maier,Arminia,2.918918918918919,46,218,2.9189188
2946,Lucas Alario,Eint Frankfurt,2.4053030303030303,13,1221,2.405303
4473,Wout Faes,Leicester City,2.466666666666667,107,1866,2.4666667
3899,Fabián Ruiz Peña,Elche,3.36,99,1622,3.36
692,Paul Wanner,Bayern Munich,2.4012158054711246,71,284,2.4012158
6467,Hidemasa Morita,Sporting CP,2.729230769230769,63,2606,2.7292309
4444,Joseba Zaldúa,Real Sociedad,2.471264367816092,28,1847,2.4712644
3633,Tiemoué Bakayoko,Milan,2.611320754716981,95,1507,2.6113207
1050,Ronaël Pierre-Gabriel,Mainz 05,2.657142857142857,41,451,2.6571429
590,Emerson,Tottenham,2.891304347826087,31,240,2.8913043
519,Carlos Gruezo,Stuttgart,1.9956140350877194,49,213,1.995614
3380,Nathan Aké,Watford,2.481081081081081,75,1408,2.481081
3676,Simon Kjær,Lille,2.5859872611464967,32,1520,2.5859873
5643,Carlos Soler,Valencia,2.87,9,2300,2.87
1607,Antonio Barragán,Valencia,2.3,9,693,2.3
3610,Papa Ndiaga Yade,Metz,2.7447916666666665,45,1497,2.7447917
6532,Diogo Figueiras,Famalicão,2.912087912087912,1,2638,2.912088
1809,Lucas Digne,Barcelona,2.9014084507042255,70,109,2.9014084
791,Eduard Löwen,Augsburg,3.1204188481675392,91,329,3.1204188
792,Eduard Löwen,Hertha BSC,3.213197969543147,89,329,3.213198
5632,Cristiano Piccini,Fiorentina,2.43921568627451,53,2298,2.4392157
1855,Yerry Mina,Everton,2.067484662576687,73,793,2.0674846
1980,Kiliann Sildillia,Freiburg,2.3516483516483517,92,839,2.3516483
3233,Keanan Bennetts,Tottenham,2.101449275362319,31,1337,2.1014493
3598,Lenny Lacroix,Metz,2.7291666666666665,45,1488,2.7291667
933,Mexer,Rennes,2.348684210526316,39,392,2.3486843
3963,Kieran Trippier,Tottenham,2.9347826086956523,31,201,2.9347825
5087,Jacopo Sala,Spezia,2.734597156398104,86,2106,2.7345972
6354,Berna,Braga,1.0952380952380953,22,2553,1.0952381
4179,Arnaud Kalimuendo,Paris S-G,2.3859649122807016,72,1186,2.3859649
4026,Hassane Kamara,Reims,2.410958904109589,34,1654,2.410959
6058,Fabio Vieira,Arsenal,3.60082304526749,56,2455,3.6008232
4116,Robert Ibáñez,Valencia,2.55,9,1702,2.55
988,Bryan Mbeumo,Brentford,2.5797872340425534,76,421,2.5797873
6702,Marco Baixinho,Paços,2.413265306122449,108,2711,2.4132652
3453,Fred,Manchester Utd,3.3654618473895583,25,1435,3.3654618
6249,Rodrigo Pinho,Braga,1.9,22,2516,1.9
3778,Gaëtan Laborde,Bordeaux,2.413502109704641,94,1566,2.4135022
5743,Francis Coquelin,Valencia,3.055,9,2340,3.055
3093,Divock Origi,Wolfsburg,2.5426008968609866,55,1281,2.5426009
3155,Maxwel Cornet,Metz,2.4947916666666665,45,483,2.4947917
5069,Viktor Kovalenko,Atalanta,2.452755905511811,50,2097,2.452756
3201,Emerson Palmieri,Roma,1.1764705882352942,60,595,1.1764706
5912,Yannick Gerhardt,Köln,3.01010101010101,93,2407,3.010101
1098,Neal Maupay,Everton,2.374233128834356,73,469,2.3742332
5687,Thomas Henry,Nantes,2.0046296296296298,20,2316,2.0046296
2844,Cheick Doucouré,Crystal Palace,2.9873949579831933,98,1178,2.987395
886,Javairô Dilrosun,Manchester City,1.572347266881029,4,375,1.5723473
6756,Yusupha Njie,Boavista,2.3027027027027027,102,2742,2.3027027
5309,Ben Davies,Tottenham,2.789855072463768,31,2189,2.789855
515,Raphael Framberger,Augsburg,2.554973821989529,91,210,2.5549738
6314,Lucas Piazon,Braga,2.466666666666667,22,2542,2.4666667
4833,Nicola Murru,Torino,2.235576923076923,83,2007,2.2355769
1453,Johan Gastien,Clermont Foot,3.407035175879397,38,611,3.407035
3553,Dimitri Payet,Lille,3.410828025477707,32,1468,3.410828
3609,Kévin N'Doram,Metz,2.3802083333333335,45,1496,2.3802083
4665,Wahbi Khazri,Saint-Étienne,2.605714285714286,44,1943,2.6057143
2506,Aleksandar Kolarov,Lazio,2.802120141342756,3,1043,2.8021202
2994,Jonathan Bamba,Saint-Étienne,2.7314285714285713,44,1244,2.7314286
3999,Alexis Claude-Maurice,Lorient,2.709844559585492,36,1648,2.7098446
6486,Pierre Sagna,B-SAD,2.4615384615384617,90,2617,2.4615386
906,Josuha Guilavogui,Bordeaux,2.6160337552742616,94,378,2.6160338
28,Joselu,Espanyol,2.341880341880342,2,8,2.3418803
2507,Aleksandar Kolarov,Manchester City,2.553054662379421,4,1043,2.5530546
2428,Ihlas Bebou,Hoffenheim,2.48,12,1014,2.48
5043,Yan Valery,Angers,1.9734042553191489,27,2081,1.9734043
762,Youssouf Sabaly,Paris S-G,2.5052631578947366,72,312,2.505263
3747,Kevin Volland,Hoffenheim,2.542222222222222,12,1554,2.5422223
4811,Albin Ekdal,Bologna,2.6415929203539825,66,2003,2.641593
284,Danny Ings,Liverpool,2.3293768545994067,69,112,2.329377
686,Malik Tillman,Bayern Munich,2.6382978723404253,71,280,2.6382978
6324,Chiquinho,Braga,2.357142857142857,22,2428,2.357143
2353,Ishak Belfodil,Bologna,2.1283185840707963,66,982,2.1283185
5507,Marvin Friedrich,Union Berlin,2.2962962962962963,100,1341,2.2962964
5882,Manuel Lanzini,West Ham,3.3351648351648353,52,2394,3.3351648
21,Jason,Alavés,3.0625,0,7,3.0625
2752,Leo Fuhr Hjelde,Leeds United,2.6926829268292685,61,1131,2.692683
885,Javairô Dilrosun,Manchester City,2.8810289389067525,4,375,2.881029
917,Laurent Koscielny,Bordeaux,2.3966244725738397,94,383,2.3966246
1040,Paul Lasne,Brest,2.65625,16,445,2.65625
5876,Issa Diop,West Ham,2.2857142857142856,52,2389,2.2857144
1265,Diego Godín,Villarreal,2.3976833976833976,15,540,2.3976834
4579,Amadou Diawara,Roma,1.7647058823529411,60,1909,1.7647059
5925,Max Kruse,Freiburg,2.67032967032967,92,2270,2.6703296
277,Anwar El Ghazi,Aston Villa,2.4153846153846152,57,110,2.4153845
5084,Arkadiusz Reca,Spezia,2.4454976303317535,86,2105,2.4454975
2084,Kelvin Yeboah,Genoa,2.4876543209876543,51,878,2.4876542
1245,Martín Cáceres,Lazio,2.395759717314488,3,532,2.3957598
2382,Julian Eitschberger,Hertha BSC,2.1421319796954315,89,988,2.142132
571,Philippe Coutinho,Barcelona,3.183098591549296,70,107,3.1830986
1435,Josué Albert,Clermont Foot,2.100502512562814,38,603,2.1005025
3902,Axel Tuanzebe,Manchester Utd,1.9236947791164658,25,126,1.9236947
5089,Eddie Salcedo,Hellas Verona,2.162037037037037,80,2107,2.1620371
1247,Martín Cáceres,Fiorentina,2.4196078431372547,53,532,2.4196079
4681,Arnaud Nordin,Saint-Étienne,2.462857142857143,44,1953,2.4628572
3526,Gerson,Marseille,2.9838709677419355,58,1459,2.983871
2514,Alexis Sánchez,Udinese,3.4725738396624473,40,1046,3.4725738
1007,Dénys Bain,Brest,2.200892857142857,16,433,2.200893
4770,Simone Verdi,Hellas Verona,3.064814814814815,80,1992,3.0648148
4543,Baptiste Santamaria,Angers,2.75531914893617,27,834,2.755319
5155,Philipp Förster,Stuttgart,2.973684210526316,49,2143,2.9736843
5930,Dodi Lukebakio,Watford,2.1135135135135137,75,995,2.1135135
2064,Roberto Piccoli,Genoa,1.5493827160493827,51,149,1.5493827
5407,Yasser Larouci,Liverpool,2.4718100890207717,69,2221,2.47181
1690,Nicolas Haas,Empoli,2.5893719806763285,101,728,2.589372
5909,John Brooks,Hertha BSC,2.527918781725888,89,2406,2.5279188
1985,Nadiem Amiri,Hoffenheim,2.48,12,843,2.48
294,Wesley Moraes,Levante,1.0776699029126213,7,118,1.0776699
1547,Lennard Maloney,Union Berlin,2.4444444444444446,100,660,2.4444444
2012,Felipe Caicedo,Lazio,1.530035335689046,3,849,1.5300354
588,Emerson,Barcelona,2.8098591549295775,70,240,2.809859
3329,Aleix Febas,Mallorca,1.9893617021276595,5,1386,1.9893616
2403,Myziane Maolida,Nice,2.05,29,996,2.05
2129,Allan Nyom,Granada,1.7,18,893,1.7
3998,Bilal Brahimi,Nice,2.4461538461538463,29,36,2.4461539
5990,Toti Gomes,Wolves,2.363957597173145,74,2433,2.3639576
3741,Caio Henrique Oliveira Silva,Atlético Madrid,3.1759656652360513,21,1551,3.1759655
3508,Jordan Amavi,Aston Villa,2.5743589743589745,57,1453,2.574359
2719,Vedat Muriqi,Mallorca,2.398936170212766,5,1117,2.3989363
4521,Sehrou Guirassy,Rennes,2.2598684210526314,39,1891,2.2598684
5150,Daniel Didavi,Wolfsburg,2.905829596412556,55,2138,2.9058297
6232,Pizzi,Braga,3.3333333333333335,22,2511,3.3333333
6239,Luca Waldschmidt,Freiburg,2.318681318681319,92,2422,2.3186812
556,Pierre-Emerick Aubameyang,Saint-Étienne,1.9657142857142857,44,79,1.9657143
4795,Omar Colley,Sampdoria,2.541899441340782,84,2001,2.5418994
2469,Felipe Caicedo,Manchester City,2.302250803858521,4,849,2.3022509
3738,Djibril Sidibé,Lille,3.0764331210191083,32,1550,3.0764332
4286,Angeliño,Hoffenheim,3.008888888888889,12,1771,3.008889
5638,Rubén Sobrino,Alavés,2.5069444444444446,0,527,2.5069444
1716,Lorenzo Tonelli,Empoli,2.78743961352657,101,740,2.7874396
2604,Martin Palumbo,Udinese,1.371308016877637,40,1071,1.371308
5649,Manu Vallejo,Alavés,2.5833333333333335,0,29,2.5833333
1704,Andrea Pinamonti,Genoa,2.240740740740741,51,736,2.2407408
2139,Sandro Ramírez,Everton,2.2208588957055215,73,896,2.2208588
3239,Marvin Friedrich,Union Berlin,2.189814814814815,100,1341,2.1898148
2383,Jurgen Ekkelenkamp,Hertha BSC,2.1472081218274113,89,989,2.1472082
4311,Nordi Mukiele,Montpellier,2.77734375,43,1784,2.7773438
1285,Christos Kourfalidis,Cagliari,2.5968586387434556,81,544,2.5968587
5830,Imran Louza,Watford,3.0594594594594593,75,2371,3.0594594
6114,Pablo Sarabia,Sevilla,2.67578125,85,1740,2.6757812
3930,Isaac Hayden,Norwich City,2.369565217391304,68,1631,2.3695652
5179,Omar Marmoush,Wolfsburg,3.179372197309417,55,2153,3.1793723
1591,Sam Lammers,Atalanta,2.145669291338583,50,139,2.1456692
6061,Fábio Cardoso,Porto,2.1016949152542375,24,2456,2.1016948
2162,Gonzalo Villar,Getafe,2.804469273743017,8,902,2.8044693
2396,Lukas Klünter,Hertha BSC,2.1116751269035534,89,994,2.111675
317,Ollie Watkins,Brentford,2.3882978723404253,76,127,2.3882978
6142,Rúben Vinagre,Famalicão,2.730769230769231,1,2481,2.7307692
