Player,Nation,UrlFBref,TmPos,clubes
Ezri Konsa,en,https://fbref.com/en/players/0313a347/Ezri-Konsa,Centre-Back,['Charlton Ath' 'Brentford' 'Aston Villa']
Teun Koopmeiners,nl,https://fbref.com/en/players/a26fb8aa/Teun-Koopmeiners,Defensive Midfield,['AZ Alkmaar' 'Atalanta' 'Jong AZ']
Laurent Koscielny,fr,https://fbref.com/en/players/f5efb153/Laurent-Koscielny,Centre-Back,['Lorient' 'Arsenal' 'Bordeaux']
Odilon Kossonou,ci,https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou,Centre-Back,['Club Brugge' 'Hammarby' 'Leverkusen']
Filip Kostić,rs,https://fbref.com/en/players/b1cd37e6/Filip-Kostic,Left Midfield,"['Eint Frankfurt' 'Groningen' 'Hamburger SV' 'Javor Ivanjica'
 'Radnički Krag' 'Stuttgart']"
Rominigue Kouamé,ml,https://fbref.com/en/players/86a2ba20/Rominigue-Kouame,Central Midfield,['Lille' 'Paris FC' 'Cercle Brugge' 'Troyes']
Nianzou Kouassi,fr,https://fbref.com/en/players/5853ac44/Nianzou-Kouassi,Centre-Back,['Paris S-G' 'Bayern Munich']
Kalidou Koulibaly,sn,https://fbref.com/en/players/da974c7b/Kalidou-Koulibaly,Centre-Back,['Metz' 'Genk' 'Napoli']
Jules Koundé,fr,https://fbref.com/en/players/4d1666ff/Jules-Kounde,Centre-Back,['Bordeaux' 'Sevilla']
Christos Kourfalidis,gr,https://fbref.com/en/players/5c522c88/Christos-Kourfalidis,Central Midfield,['Cagliari']
Boubakar Kouyaté,ml,https://fbref.com/en/players/562a4799/Boubakar-Kouyate,Centre-Back,['Troyes' 'Metz']
Cheikhou Kouyaté,sn,https://fbref.com/en/players/8d3c902d/Cheikhou-Kouyate,Centre-Back,['Brussels' 'Kortrijk' 'Anderlecht' 'West Ham' 'Crystal Palace']
Mateo Kovačić,hr,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,Central Midfield,['Dinamo Zagreb' 'Inter' 'Real Madrid' 'Chelsea']
Viktor Kovalenko,ua,https://fbref.com/en/players/9d60028d/Viktor-Kovalenko,Attacking Midfield,['Shakhtar' 'Atalanta' 'Spezia']
Emil Krafth,se,https://fbref.com/en/players/77cf6852/Emil-Krafth,Right-Back,['Öster' 'Helsingborg' 'Bologna' 'Amiens' 'Newcastle Utd']
Alex Král,cz,https://fbref.com/en/players/e717705a/Alex-Kral,Defensive Midfield,['Teplice' 'Slavia Prague' 'Spartak Moscow' 'West Ham']
Andrej Kramarić,hr,https://fbref.com/en/players/603cb947/Andrej-Kramaric,Centre-Forward,['Dinamo Zagreb' 'Hoffenheim' 'Leicester City' 'Lokomotiva' 'Rijeka']
Christoph Kramer,de,https://fbref.com/en/players/496aeede/Christoph-Kramer,Defensive Midfield,"['Bochum' ""M'Gladbach"" 'Leverkusen']"
Jean-Philippe Krasso,fr,https://fbref.com/en/players/037f2523/Jean-Philippe-Krasso,Centre-Forward,['Saint-Étienne' 'Ajaccio']
Julian Kristoffersen,no,https://fbref.com/en/players/b804c280/Julian-Kristoffersen,Centre-Forward,['FC Copenhagen' 'Djurgården' 'Hobro' 'Salernitana' 'Cosenza']
Toni Kroos,de,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,Central Midfield,['Bayern Munich' 'Leverkusen' 'Real Madrid']
Florian Krüger,de,https://fbref.com/en/players/f9f92b5f/Florian-Kruger,Centre-Forward,['Schalke U19' 'Erzgebirge Aue' 'Arminia']
Rade Krunić,ba,https://fbref.com/en/players/817c6964/Rade-Krunic,Central Midfield,['Borac Čačak' 'Donji Srem' 'Empoli' 'Milan']
Max Kruse,de,https://fbref.com/en/players/f9446dcd/Max-Kruse,Second Striker,"['Fenerbahçe' 'Freiburg' ""M'Gladbach"" 'St. Pauli' 'Union Berlin'
 'Werder Bremen' 'Wolfsburg']"
Max Kruse,de,https://fbref.com/en/players/f9446dcd/Max-Kruse,Second Striker,"['Fenerbahçe' 'Freiburg' ""M'Gladbach"" 'St. Pauli' 'Union Berlin'
 'Werder Bremen' 'Wolfsburg']"
Lukas Kübler,de,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,Right-Back,['Köln' 'Sandhausen' 'Freiburg']
Takefusa Kubo,jp,https://fbref.com/en/players/16aa3654/Takefusa-Kubo,Right Winger,['FC Tokyo' 'Marinos' 'Mallorca' 'Villarreal' 'Getafe']
Juraj Kucka,sk,https://fbref.com/en/players/5aaef9ef/Juraj-Kucka,Central Midfield,['Sparta Prague' 'Genoa' 'Milan' 'Trabzonspor' 'Parma' 'Watford']
Mykola Kukharevych,ua,https://fbref.com/en/players/8197a269/Mykola-Kukharevych,Centre-Forward,['Рух' 'OH Leuven' 'Troyes']
Dejan Kulusevski,se,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,Right Winger,['Atalanta' 'Parma' 'Juventus' 'Tottenham']
Dejan Kulusevski,se,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,Right Winger,['Atalanta' 'Parma' 'Juventus' 'Tottenham']
Marash Kumbulla,al,https://fbref.com/en/players/a40819d9/Marash-Kumbulla,Centre-Back,['Hellas Verona' 'Roma']
Fabian Kunze,de,https://fbref.com/en/players/d25fee56/Fabian-Kunze,Defensive Midfield,['Arminia']
Enock Kwateng,fr,https://fbref.com/en/players/4bf69118/Enock-Kwateng,Right-Back,['Bordeaux' 'Nantes']
Grejohn Kyei,fr,https://fbref.com/en/players/397ba086/Grejohn-Kyei,Centre-Forward,['Reims' 'Lens' 'Servette FC' 'Clermont Foot']
Giorgos Kyriakopoulos,gr,https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos,Left-Back,['Asteras Tripoli' 'Sassuolo']
Andrea La Mantia,it,https://fbref.com/en/players/c375dfa5/Andrea-La-Mantia,Centre-Forward,['Frosinone' 'Pro Vercelli' 'Virtus Entella' 'Lecce' 'Empoli']
Gaëtan Laborde,fr,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde,Centre-Forward,['Bordeaux' 'Brest' 'Clermont Foot' 'Montpellier' 'Rennes']
Gaëtan Laborde,fr,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde,Centre-Forward,['Bordeaux' 'Brest' 'Clermont Foot' 'Montpellier' 'Rennes']
Alexandre Lacazette,fr,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,Centre-Forward,['Lyon' 'Arsenal']
Tom Lacoux,fr,https://fbref.com/en/players/295ba708/Tom-Lacoux,Central Midfield,['Bordeaux']
Lenny Lacroix,fr,https://fbref.com/en/players/5413ef36/Lenny-Lacroix,Centre-Back,['Metz']
Maxence Lacroix,fr,https://fbref.com/en/players/277c49ed/Maxence-Lacroix,Centre-Back,['Sochaux' 'Wolfsburg']
Víctor Laguardia,es,https://fbref.com/en/players/b7c99b9b/Victor-Laguardia,Centre-Back,['Zaragoza' 'Las Palmas' 'Alcorcón' 'Alavés']
Konrad Laimer,at,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,Central Midfield,['RB Salzburg' 'RB Leipzig']
Stefan Lainer,at,https://fbref.com/en/players/4aea5077/Stefan-Lainer,Right-Back,"['Ried' 'RB Salzburg' ""M'Gladbach""]"
Diego Lainez,mx,https://fbref.com/en/players/bf12926c/Diego-Lainez,Left Winger,['América' 'Betis']
Adam Lallana,en,https://fbref.com/en/players/99813635/Adam-Lallana,Attacking Midfield,['Southampton' 'Bournemouth' 'Liverpool' 'Brighton']
Vassilis Lambropoulos,gr,https://fbref.com/en/players/591477c9/Vassilis-Lambropoulos,Centre-Back,['Asteras Tripoli' 'Panionios' 'AEK Athens' 'La Coruña' 'Bochum']
Érik Lamela,ar,https://fbref.com/en/players/abe66106/Erik-Lamela,Right Winger,['Roma' 'Tottenham' 'Sevilla']
Didier Lamkel Zé,cm,https://fbref.com/en/players/b229aa13/Didier-Lamkel-Ze,Left Winger,['Niort' 'Antwerp' 'FC Khimki' 'Metz']
Sam Lammers,nl,https://fbref.com/en/players/c283ddef/Sam-Lammers,Centre-Forward,['Jong PSV' 'PSV Eindhoven' 'Heerenveen' 'Atalanta' 'Eint Frankfurt']
Sam Lammers,nl,https://fbref.com/en/players/c283ddef/Sam-Lammers,Centre-Forward,['Jong PSV' 'PSV Eindhoven' 'Heerenveen' 'Atalanta' 'Eint Frankfurt']
Tariq Lamptey,en,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,Right-Back,['Chelsea' 'Brighton']
Manuel Lanzini,ar,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini,Attacking Midfield,['West Ham']
Aymeric Laporte,es,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,Centre-Back,['Athletic Club' 'Manchester City']
Julien Laporte,fr,https://fbref.com/en/players/f066022d/Julien-Laporte,Centre-Back,['Clermont Foot' 'Lorient']
Yasser Larouci,dz,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,Left-Back,['Liverpool' 'Troyes']
Kevin Lasagna,it,https://fbref.com/en/players/09538fdb/Kevin-Lasagna,Centre-Forward,['Carpi' 'Hellas Verona' 'Udinese']
Jamaal Lascelles,en,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,Centre-Back,"['Stevenage' ""Nott'ham Forest"" 'Newcastle Utd']"
Bryan Lasme,fr,https://fbref.com/en/players/ebac0ace/Bryan-Lasme,Right Winger,['Sochaux' 'Arminia']
Paul Lasne,fr,https://fbref.com/en/players/542cc80f/Paul-Lasne,Defensive Midfield,['Châteauroux' 'Ajaccio' 'Montpellier' 'Brest']
Latasa,es,,,['Real Madrid']
Toni Lato,es,https://fbref.com/en/players/8e088e04/Toni-Lato,Left-Back,['Valencia' 'Osasuna' 'Jong PSV' 'PSV Eindhoven']
Armand Lauriente,fr,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,Right Winger,['Lorient' 'Orléans' 'Rennes']
Darko Lazović,rs,https://fbref.com/en/players/5128bde4/Darko-Lazovic,Left Midfield,['Borac Čačak' 'Red Star' 'Genoa' 'Hellas Verona']
Manuel Lazzari,it,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,Right Midfield,['SPAL' 'Lazio']
Théo Le Bris,fr,,,['Lorient']
Jérémy Le Douaron,fr,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,Centre-Forward,['Brest']
Enzo Le Fée,fr,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,Attacking Midfield,['Lorient']
Vincent Le Goff,fr,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,Left-Back,['Laval' 'Istres' 'Lorient']
Maxime Le Marchand,fr,https://fbref.com/en/players/321a71a7/Maxime-Le-Marchand,Centre-Back,['Le Havre' 'Nice' 'Fulham' 'Antwerp' 'Strasbourg']
Robin Le Normand,fr,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,Centre-Back,['Brest' 'Real Sociedad']
Patrick Leal,us,,,['Venezia']
Rafael Leão,pt,https://fbref.com/en/players/20730eae/Rafael-Leao,Centre-Forward,['Sporting CP' 'Lille' 'Milan']
Pierre Lees-Melou,fr,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou,Central Midfield,['Dijon' 'Nice' 'Norwich City']
Wu Lei,cn,https://fbref.com/en/players/e3fabb0a/Wu-Lei,Left Winger,['Shanghai SIPG' 'Espanyol']
Maxim Leitsch,de,https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,Centre-Back,['Bochum U19' 'Bochum']
Lucas Leiva,br,https://fbref.com/en/players/4c78b5ed/Lucas-Leiva,Defensive Midfield,['Liverpool' 'Lazio']
Florian Lejeune,fr,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,Centre-Back,"['Istres' 'Villarreal B' 'Villarreal' 'Brest' 'Girona' 'Eibar'
 'Newcastle Utd' 'Alavés']"
Iñigo Lekue,es,https://fbref.com/en/players/59b7d823/Inigo-Lekue,Right-Back,['Bilbao B' 'Athletic Club']
Thomas Lemar,fr,https://fbref.com/en/players/4dbd0916/Thomas-Lemar,Attacking Midfield,['Atlético Madrid' 'Caen' 'Monaco']
Félix Lemaréchal,ci,https://fbref.com/en/players/8ca9415f/Felix-Lemarechal,Central Midfield,['Monaco']
Mario Lemina,ga,https://fbref.com/en/players/2b471f99/Mario-Lemina,Defensive Midfield,"['Lorient' 'Marseille' 'Juventus' 'Southampton' 'Galatasaray' 'Fulham'
 'Nice']"
Fabien Lemoine,fr,https://fbref.com/en/players/54d51e22/Fabien-Lemoine,Defensive Midfield,['Rennes' 'Saint-Étienne' 'Lorient']
Tim Lemperle,de,https://fbref.com/en/players/792ffa71/Tim-Lemperle,Right Winger,['Köln U17' 'Köln U19' 'Köln']
Ruben Lendinez,es,https://fbref.com/en/players/755da865/Ruben-Lendinez,Centre-Back,['Valencia']
Clément Lenglet,fr,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,Centre-Back,['Nancy' 'Sevilla' 'Barcelona']
Aaron Lennon,en,https://fbref.com/en/players/2ff964a0/Aaron-Lennon,Right Winger,['Leeds United' 'Tottenham' 'Everton' 'Burnley' 'Kayserispor']
Christopher Lenz,de,https://fbref.com/en/players/bbd86530/Christopher-Lenz,Left-Back,['Union Berlin' 'Holstein Kiel' 'Eint Frankfurt']
Léo Leroy,fr,https://fbref.com/en/players/fcc84a07/Leo-Leroy,Central Midfield,['Châteauroux' 'Montpellier']
Robert Lewandowski,pl,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,Centre-Forward,['Lech Poznań' 'Dortmund' 'Bayern Munich']
Jamie Leweling,de,https://fbref.com/en/players/13fe7b69/Jamie-Leweling,Second Striker,['Fürth U19' 'Greuther Fürth']
Jamal Lewis,ni,https://fbref.com/en/players/efb9215a/Jamal-Lewis,Left-Back,['Newcastle Utd' 'Norwich City']
Ben Lhassine Kone,ci,https://fbref.com/en/players/7452c7a8/Ben-Lhassine-Kone,Attacking Midfield,['Cosenza' 'Torino' 'Crotone']
Yanis Lhery,fr,https://fbref.com/en/players/cc972842/Yanis-Lhery,Centre-Forward,['Saint-Étienne']
Dimitri Liénard,fr,https://fbref.com/en/players/f7691f63/Dimitri-Lienard,Central Midfield,['Strasbourg']
Philipp Lienhart,at,https://fbref.com/en/players/302527b2/Philipp-Lienhart,Centre-Back,['Real Madrid' 'Freiburg']
Matthijs de Ligt,nl,https://fbref.com/en/players/d6e53a3a/Matthijs-de-Ligt,Centre-Back,['Jong Ajax' 'Ajax' 'Juventus']
Isaac Lihadji,fr,https://fbref.com/en/players/57a46f3f/Isaac-Lihadji,Right Winger,['Marseille' 'Lille']
Anderson Lima,br,https://fbref.com/en/players/59be3a74/Anderson-Lima,Attacking Midfield,['Salernitana' 'Lazio' 'São Paulo']
Victor Lindelöf,se,https://fbref.com/en/players/f5deef4c/Victor-Lindelof,Centre-Back,['Västerås' 'Benfica' 'Manchester Utd']
Jesper Lindstrøm,dk,https://fbref.com/en/players/37dc1a48/Jesper-Lindstrom,Attacking Midfield,['Brøndby' 'Eint Frankfurt']
Karol Linetty,pl,https://fbref.com/en/players/d023d70f/Karol-Linetty,Central Midfield,['Lech Poznań' 'Sampdoria' 'Torino']
Jesse Lingard,en,https://fbref.com/en/players/810e3c74/Jesse-Lingard,Attacking Midfield,"['Leicester City' 'Brighton' 'Birmingham City' 'Derby County'
 'Manchester Utd' 'West Ham']"
Pol Lirola,es,https://fbref.com/en/players/ff800ed8/Pol-Lirola,Right-Back,['Sassuolo' 'Fiorentina' 'Marseille']
Valentino Livramento,en,https://fbref.com/en/players/afed6722/Valentino-Livramento,Right-Back,['Chelsea' 'Southampton']
Dejan Ljubicic,at,https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic,Defensive Midfield,['Köln' 'Rapid Wien']
Javier Llabrés,,https://fbref.com/en/players/38b0cf42/Javier-Llabres,Left Winger,[]
Diego Llorente,es,https://fbref.com/en/players/bba30585/Diego-Llorente,Centre-Back,"['Leeds United' 'Leeds Utd U23' 'Málaga' 'Rayo Vallecano' 'Real Madrid'
 'Real Madrid B' 'Real Sociedad']"
Marcos Llorente,es,https://fbref.com/en/players/02c15616/Marcos-Llorente,Central Midfield,['Alavés' 'Atlético Madrid' 'Real Madrid']
Giovani Lo Celso,ar,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,Central Midfield,['Betis' 'Paris S-G' 'Rosario Cent' 'Tottenham' 'Villarreal']
Giovani Lo Celso,ar,https://fbref.com/en/players/d7553721/Giovani-Lo-Celso,Central Midfield,['Betis' 'Paris S-G' 'Rosario Cent' 'Tottenham' 'Villarreal']
Julen Lobete,es,https://fbref.com/en/players/a952a529/Julen-Lobete,Centre-Forward,['Real Sociedad' 'Real Sociedad B']
Stanislav Lobotka,sk,https://fbref.com/en/players/e1cbb531/Stanislav-Lobotka,Defensive Midfield,['Jong Ajax' 'Nordsjælland' 'Celta Vigo' 'Napoli']
Jürgen Locadia,nl,https://fbref.com/en/players/6cc47ae1/Jurgen-Locadia,Centre-Forward,"['PSV Eindhoven' 'Jong PSV' 'Brighton' 'Hoffenheim' 'FC Cincinnati'
 'Bochum']"
Jürgen Locadia,nl,https://fbref.com/en/players/6cc47ae1/Jurgen-Locadia,Centre-Forward,"['PSV Eindhoven' 'Jong PSV' 'Brighton' 'Hoffenheim' 'FC Cincinnati'
 'Bochum']"
Manuel Locatelli,it,https://fbref.com/en/players/a8a874f1/Manuel-Locatelli,Defensive Midfield,['Milan' 'Sassuolo' 'Juventus']
Banzouzi Locko,fr,https://fbref.com/en/players/6bf7cabe/Banzouzi-Locko,Left-Back,['Reims']
Banzouzi Locko,fr,https://fbref.com/en/players/40221fa7/Banzouzi-Locko,Left-Back,['Reims']
Renan Lodi,br,https://fbref.com/en/players/ed9f7cfe/Renan-Lodi,Left-Back,['Atl Paranaense' 'Atlético Madrid']
Ruben Loftus-Cheek,en,https://fbref.com/en/players/e97fd090/Ruben-Loftus-Cheek,Central Midfield,['Chelsea' 'Crystal Palace' 'Fulham']
Kevin Long,ie,https://fbref.com/en/players/5a4280b1/Kevin-Long,Centre-Back,"[""Acc'ton Stanley"" 'Rochdale' 'Portsmouth' 'Burnley' 'MK Dons' 'Barnsley'
 'Burnley FC U23']"
Shane Long,ie,https://fbref.com/en/players/9f472354/Shane-Long,Centre-Forward,['Reading' 'West Brom' 'Hull City' 'Southampton' 'Bournemouth']
Sean Longstaff,en,https://fbref.com/en/players/a2b105e0/Sean-Longstaff,Central Midfield,['Kilmarnock' 'Blackpool' 'Newcastle Utd']
Ademola Lookman,ng,https://fbref.com/en/players/7c104bb7/Ademola-Lookman,Left Winger,['Charlton Ath' 'Everton' 'RB Leipzig' 'Fulham' 'Leicester City']
David López,es,https://fbref.com/en/players/f03f284b/David-Lopez,Defensive Midfield,['Espanyol' 'Huesca' 'Napoli']
Javi López,es,https://fbref.com/en/players/ffad706e/Javi-Lopez,Left-Back,['Espanyol' 'Adelaide']
Javi López,es,https://fbref.com/en/players/e9ada8cf/Javi-Lopez,Left-Back,['Alavés']
Maxime Lopez,fr,https://fbref.com/en/players/20094685/Maxime-Lopez,Central Midfield,['Marseille' 'Sassuolo']
Unai López,es,https://fbref.com/en/players/88050721/Unai-Lopez,Central Midfield,['Athletic Club' 'Bilbao B' 'Leganés' 'Rayo Vallecano']
Dion Lopy,sn,https://fbref.com/en/players/64c14d49/Dion-Lopy,Defensive Midfield,['Reims']
Samuel Loric,fr,https://fbref.com/en/players/9004f318/Samuel-Loric,Left-Back,['Lorient']
Anthony Losilla,fr,https://fbref.com/en/players/07c7eb0c/Anthony-Losilla,Defensive Midfield,['Laval' 'Dresden' 'Bochum']
Jordan Lotomba,ch,https://fbref.com/en/players/fc4cf6a7/Jordan-Lotomba,Right-Back,['Lausanne-Sport' 'Young Boys' 'Nice']
Johaneko Louisjean,fr,,,['Bordeaux']
Imran Louza,ma,https://fbref.com/en/players/e1df6989/Imran-Louza,Central Midfield,['Nantes' 'Watford']
Matteo Lovato,it,https://fbref.com/en/players/5fa57166/Matteo-Lovato,Centre-Back,['Padova' 'Hellas Verona' 'Atalanta' 'Cagliari']
Matteo Lovato,it,https://fbref.com/en/players/5fa57166/Matteo-Lovato,Centre-Back,['Padova' 'Hellas Verona' 'Atalanta' 'Cagliari']
Eduard Löwen,de,https://fbref.com/en/players/70678132/Eduard-Lowen,Central Midfield,['Nürnberg' 'Augsburg' 'Hertha BSC' 'Bochum']
Matthew Lowton,en,https://fbref.com/en/players/9a9c05db/Matthew-Lowton,Right-Back,['Ferencváros' 'Sheffield Utd' 'Aston Villa' 'Burnley']
Anthony Lozano,hn,https://fbref.com/en/players/38699c72/Anthony-Lozano,Centre-Forward,['Alcoyano' 'Tenerife' 'Barcelona B' 'Girona' 'Cádiz']
Hirving Lozano,mx,https://fbref.com/en/players/a69e4806/Hirving-Lozano,Right Winger,['Pachuca' 'PSV Eindhoven' 'Napoli']
Jean Lucas,br,https://fbref.com/en/players/a99138af/Jean-Lucas,Central Midfield,['Flamengo' 'Santos' 'Lyon' 'Brest' 'Monaco']
Anderson Lucoqui,ao,https://fbref.com/en/players/5569bf9a/Anderson-Lucoqui,Left-Back,['Düsseldorf' 'Arminia' 'Mainz 05']
José Luis Gayà,es,https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya,Left-Back,['Valencia']
José Luis Morales,es,https://fbref.com/en/players/4a478107/Jose-Luis-Morales,Centre-Forward,['Eibar' 'Levante']
José Luis Palomino,ar,https://fbref.com/en/players/921f6058/Jose-Luis-Palomino,Centre-Back,['Metz' 'Ludogorets' 'Atalanta']
Florentino Luís,pt,https://fbref.com/en/players/881cd6be/Florentino-Luis,Defensive Midfield,['Benfica' 'Monaco' 'Getafe']
Luismi,es,https://fbref.com/en/players/c2cfbfc9/Luismi,Defensive Midfield,['Sevilla' 'Valladolid' 'Oviedo' 'Elche']
Luismi,es,https://fbref.com/en/players/acf5410c/Luismi,,['Sevilla']
Douglas Luiz,br,https://fbref.com/en/players/6f7d826d/Douglas-Luiz,Defensive Midfield,['Vasco da Gama' 'Girona' 'Aston Villa']
Romelu Lukaku,be,https://fbref.com/en/players/5eae500a/Romelu-Lukaku,Centre-Forward,['Anderlecht' 'Chelsea' 'West Brom' 'Everton' 'Manchester Utd' 'Inter']
Castello Lukeba,fr,https://fbref.com/en/players/5b9512c5/Castello-Lukeba,Centre-Back,['Lyon']
Dodi Lukebakio,be,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,Right Winger,"['Anderlecht' 'Toulouse' 'Charleroi' 'Watford' 'Düsseldorf' 'Hertha BSC'
 'Wolfsburg']"
Dodi Lukebakio,be,https://fbref.com/en/players/0c61c77c/Dodi-Lukebakio,Right Winger,"['Anderlecht' 'Toulouse' 'Charleroi' 'Watford' 'Düsseldorf' 'Hertha BSC'
 'Wolfsburg']"
Saša Lukić,rs,https://fbref.com/en/players/c6e8cf1f/Sasa-Lukic,Central Midfield,['Partizan' 'Torino' 'Levante']
Levi Lumeka,en,https://fbref.com/en/players/199ff86e/Levi-Lumeka,Left Winger,['Crystal Palace' 'Leyton Orient' 'Troyes']
Sebastiano Luperto,it,https://fbref.com/en/players/997fff07/Sebastiano-Luperto,Centre-Back,['Napoli' 'Pro Vercelli' 'Empoli' 'Crotone']
Lyanco,br,https://fbref.com/en/players/b5bf1770/Lyanco,Centre-Back,['São Paulo' 'Torino' 'Bologna' 'Southampton']
Charalambos Lykogiannis,gr,https://fbref.com/en/players/5efc5389/Charalambos-Lykogiannis,Left-Back,['Olympiacos' 'Levadiakos' 'Ergotelis' 'Sturm Graz' 'Cagliari']
Yannis M'Bemba,fr,https://fbref.com/en/players/080de72a/Yannis-MBemba,Centre-Back,['Nantes']
Alexis Mac Allister,ar,https://fbref.com/en/players/83d074ff/Alexis-Mac-Allister,Attacking Midfield,['Argentinos Jun' 'Boca Juniors' 'Brighton']
Deiver Machado,co,https://fbref.com/en/players/b3f8bdef/Deiver-Machado,Left-Back,['Gent' 'Lens' 'Millonarios' 'Nacional' 'Toulouse']
Darwin Machís,ve,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis,Left Winger,"['Vitória' 'Granada' 'Hércules' 'Huesca' 'Leganés' 'Udinese' 'Cádiz'
 'FC Juárez']"
Yvann Macon,fr,https://fbref.com/en/players/0bb6e193/Yvann-Macon,Right-Back,['Saint-Étienne']
James Maddison,en,https://fbref.com/en/players/ee38d9c5/James-Maddison,Attacking Midfield,['Coventry City' 'Aberdeen' 'Norwich City' 'Leicester City']
Pablo Maffeo,es,https://fbref.com/en/players/5db04597/Pablo-Maffeo,Right-Back,['Girona' 'Manchester City' 'Stuttgart' 'Huesca' 'Mallorca']
Louis Mafouta,cf,https://fbref.com/en/players/bec3d251/Louis-Mafouta,Centre-Forward,['Metz']
Giulio Maggiore,it,https://fbref.com/en/players/957e4c87/Giulio-Maggiore,Central Midfield,['Spezia']
Matej Maglica,hr,https://fbref.com/en/players/36cf2caf/Matej-Maglica,Centre-Back,['Stuttgart' 'St. Gallen']
Francesco Magnanelli,it,https://fbref.com/en/players/07767f42/Francesco-Magnanelli,Defensive Midfield,['Sassuolo']
Giangiacomo Magnani,it,https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani,Centre-Back,['Perugia' 'Sassuolo' 'Brescia' 'Hellas Verona' 'Sampdoria']
Giangiacomo Magnani,it,https://fbref.com/en/players/cce9f582/Giangiacomo-Magnani,Centre-Back,['Perugia' 'Sassuolo' 'Brescia' 'Hellas Verona' 'Sampdoria']
Hugo Magnetti,fr,https://fbref.com/en/players/d4d35152/Hugo-Magnetti,Central Midfield,['Bastia' 'Brest']
Yohann Magnin,fr,https://fbref.com/en/players/caa7aaea/Yohann-Magnin,Defensive Midfield,['Clermont Foot']
Harry Maguire,en,https://fbref.com/en/players/d8931174/Harry-Maguire,Centre-Back,"['Sheffield Utd' 'Wigan Athletic' 'Hull City' 'Leicester City'
 'Manchester Utd']"
Riyad Mahrez,dz,https://fbref.com/en/players/892d5bb1/Riyad-Mahrez,Right Winger,['Le Havre' 'Leicester City' 'Manchester City']
Arne Maier,de,https://fbref.com/en/players/ab700320/Arne-Maier,Central Midfield,['Hertha BSC' 'Hertha U19' 'Arminia' 'Augsburg']
Habib Maïga,ci,https://fbref.com/en/players/e768de1f/Habib-Maiga,Defensive Midfield,['Saint-Étienne' 'Arsenal Tula' 'Metz']
Ainsley Maitland-Niles,en,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,Right Midfield,['Arsenal' 'Ipswich Town' 'West Brom' 'Roma']
Ainsley Maitland-Niles,en,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,Right Midfield,['Arsenal' 'Ipswich Town' 'West Brom' 'Roma']
Josh Maja,ng,https://fbref.com/en/players/bc0bfc64/Josh-Maja,Centre-Forward,['Sunderland' 'Bordeaux' 'Fulham' 'Stoke City']
Abdul Majeed Waris,gh,https://fbref.com/en/players/46907171/Abdul-Majeed-Waris,Centre-Forward,"['Häcken' 'Spartak Moscow' 'Valenciennes' 'Trabzonspor' 'Lorient' 'Porto'
 'Nantes' 'Strasbourg']"
Lovro Majer,hr,https://fbref.com/en/players/fc46aab1/Lovro-Majer,Attacking Midfield,['Lokomotiva' 'Dinamo Zagreb' 'Rennes']
Jean-Victor Makengo,fr,https://fbref.com/en/players/22bfb57e/Jean-Victor-Makengo,Central Midfield,['Caen' 'Nice' 'Toulouse' 'Udinese']
Béni Makouana,cg,https://fbref.com/en/players/654f49ca/Beni-Makouana,Centre-Forward,['Montpellier']
Nemanja Maksimović,rs,https://fbref.com/en/players/00b28772/Nemanja-Maksimovic,Central Midfield,['Valencia' 'Getafe']
