Player,Nation,UrlFBref,TmPos,clubes
João Félix,pt,https://fbref.com/en/players/8aafd64f/Joao-Felix,Second Striker,['Atlético Madrid' 'Benfica']
Kiko Femenía,es,https://fbref.com/en/players/e5d01ecf/Kiko-Femenia,Right-Back,['Hércules' 'Barcelona B' 'Real Madrid B' 'Alcorcón' 'Alavés' 'Watford']
Evan Ferguson,ie,https://fbref.com/en/players/4596da74/Evan-Ferguson,Centre-Forward,['Brighton']
Nathan Ferguson,en,https://fbref.com/en/players/2f8d27bc/Nathan-Ferguson,Centre-Back,['West Brom' 'Crystal Palace' 'Crystal Palace U23']
Bruno Fernandes,pt,https://fbref.com/en/players/507c7bdf/Bruno-Fernandes,Attacking Midfield,['Manchester Utd']
Edimilson Fernandes,ch,https://fbref.com/en/players/3bb625ac/Edimilson-Fernandes,Central Midfield,['Sion' 'West Ham' 'Fiorentina' 'Mainz 05' 'Arminia' 'Young Boys']
Álex Fernández,es,https://fbref.com/en/players/aa677a35/Alex-Fernandez,Attacking Midfield,"['Cádiz' 'Elche' 'Espanyol' 'Reading' 'Real Madrid' 'Real Madrid B'
 'Rijeka']"
Federico Fernández,ar,https://fbref.com/en/players/f25b010f/Federico-Fernandez,Centre-Back,['Napoli' 'Getafe' 'Swansea City' 'Newcastle Utd']
Fernandinho,br,https://fbref.com/en/players/101da2b5/Fernandinho,Defensive Midfield,['Shakhtar' 'Manchester City']
Fernando,br,https://fbref.com/en/players/41f32541/Fernando,Defensive Midfield,['Betis' 'Diósgyőr' 'Málaga' 'Real Madrid' 'Valladolid']
Alex Ferrari,it,https://fbref.com/en/players/d0dbca9f/Alex-Ferrari,Centre-Back,['Crotone' 'Bologna' 'Hellas Verona' 'Sampdoria']
Salvador Ferrer,es,https://fbref.com/en/players/eb76987d/Salvador-Ferrer,Right-Back,['Gimnàstic' 'Spezia']
Jordan Ferri,fr,https://fbref.com/en/players/375622c5/Jordan-Ferri,Central Midfield,['Lyon' 'Nîmes' 'Montpellier']
Riccardo Fiamozzi,it,https://fbref.com/en/players/9f9b9269/Riccardo-Fiamozzi,Right-Back,['Varese' 'Pescara' 'Genoa' 'Frosinone' 'Bari' 'Lecce' 'Empoli']
Fidel,es,https://fbref.com/en/players/eb82b6f1/Fidel,Left Winger,['Almería' 'Córdoba' 'Elche' 'Las Palmas' 'Recreativo']
Karol Fila,pl,https://fbref.com/en/players/50ac8941/Karol-Fila,Right-Back,['Lechia Gdańsk' 'Strasbourg']
Alfreð Finnbogason,is,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason,Centre-Forward,"['Lokeren' 'Helsingborg' 'Heerenveen' 'Real Sociedad' 'Olympiacos'
 'Augsburg']"
Luca Fiordilino,it,https://fbref.com/en/players/9bb1ad91/Luca-Fiordilino,Defensive Midfield,['Palermo' 'Venezia']
Roberto Firmino,br,https://fbref.com/en/players/4c370d81/Roberto-Firmino,Centre-Forward,['Hoffenheim' 'Liverpool']
Junior Firpo,es,https://fbref.com/en/players/24f59bb2/Junior-Firpo,Left-Back,['Betis' 'Barcelona' 'Leeds United' 'Leeds Utd U23']
Ashley Fletcher,en,https://fbref.com/en/players/eeb6551f/Ashley-Fletcher,Centre-Forward,"['Barnsley' 'West Ham' 'Sunderland' 'Middlesbrough' 'Watford'
 'NY Red Bulls']"
Alexis Flips,fr,https://fbref.com/en/players/caef7840/Alexis-Flips,Right Winger,['Ajaccio' 'Reims']
Alessandro Florenzi,it,https://fbref.com/en/players/e288d4b3/Alessandro-Florenzi,Right-Back,['Roma' 'Crotone' 'Valencia' 'Paris S-G' 'Milan']
Phil Foden,en,https://fbref.com/en/players/ed1e53f3/Phil-Foden,Left Winger,['Manchester City']
Mamadou Fofana,ml,https://fbref.com/en/players/4c4ffacc/Mamadou-Fofana,Centre-Back,['Alanyaspor' 'Metz' 'Amiens']
Seko Fofana,ci,https://fbref.com/en/players/5313ed43/Seko-Fofana,Central Midfield,['Fulham' 'Bastia' 'Udinese' 'Lens']
Wesley Fofana,fr,https://fbref.com/en/players/132a82f1/Wesley-Fofana,Centre-Back,['Saint-Étienne' 'Leicester City']
Youssouf Fofana,fr,https://fbref.com/en/players/822d51d7/Youssouf-Fofana,Central Midfield,['Strasbourg' 'Monaco']
Thomas Foket,be,https://fbref.com/en/players/90eb507d/Thomas-Foket,Right-Back,['Gent' 'Oostende' 'Reims']
Thomas Fontaine,mg,https://fbref.com/en/players/9f90c06b/Thomas-Fontaine,Centre-Back,['Tours' 'Auxerre' 'Clermont Foot' 'Reims' 'Lorient' 'Nancy']
José Fontán,es,https://fbref.com/en/players/1827a42d/Jose-Fontan,Centre-Back,['Celta Vigo']
José Fonte,pt,https://fbref.com/en/players/90f87966/Jose-Fonte,Centre-Back,"['Paços' 'Vitória Setúbal' 'Estrela' 'Crystal Palace' 'Southampton'
 'West Ham' 'Dalian Yifang' 'Lille']"
Fernando Forestieri,it,https://fbref.com/en/players/d60c26fc/Fernando-Forestieri,Second Striker,"['Genoa' 'Siena' 'Vicenza' 'Málaga' 'Empoli' 'Bari' 'Watford'
 'Sheffield Weds' 'Udinese']"
Pablo Fornals,es,https://fbref.com/en/players/82927de4/Pablo-Fornals,Attacking Midfield,['Málaga' 'Villarreal' 'West Ham']
Emil Forsberg,se,https://fbref.com/en/players/9a2e0ccc/Emil-Forsberg,Left Winger,['Malmö' 'RB Leipzig' 'Sundsvall']
Adam Forshaw,en,https://fbref.com/en/players/9f1938ab/Adam-Forshaw,Central Midfield,"['Everton' 'Brentford' 'Wigan Athletic' 'Middlesbrough' 'Leeds United'
 'Leeds Utd U23']"
Marcus Forss,fi,https://fbref.com/en/players/82c215a0/Marcus-Forss,Centre-Forward,['Brentford' 'AFC Wimbledon' 'Hull City']
Philipp Förster,de,https://fbref.com/en/players/76fa965f/Philipp-Forster,Attacking Midfield,['Nürnberg' 'Sandhausen' 'Stuttgart']
Francesco Forte,it,https://fbref.com/en/players/69e11a01/Francesco-Forte,Centre-Forward,"['Inter' 'Perugia' 'Spezia' 'Waasland-Bev' 'Juve Stabia' 'Venezia'
 'Benevento']"
Steven Fortes,cv,https://fbref.com/en/players/574aa9ec/Steven-Fortes,Centre-Back,['Arles-Avignon' 'Le Havre' 'Toulouse' 'Lens' 'Oostende']
Tariqe Fosu,gh,https://fbref.com/en/players/3dcef539/Tariqe-Fosu,Left Winger,"['Reading' ""Acc'ton Stanley"" 'Fleetwood Town' 'Colchester Utd'
 'Charlton Ath' 'Oxford United' 'Brentford']"
Timothy Fosu-Mensah,nl,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah,Right-Back,['Manchester Utd' 'Crystal Palace' 'Fulham' 'Leverkusen']
Dimitri Foulquier,fr,https://fbref.com/en/players/45e17712/Dimitri-Foulquier,Right-Back,['Rennes' 'Granada' 'Strasbourg' 'Getafe' 'Watford' 'Valencia']
Dimitri Foulquier,fr,https://fbref.com/en/players/45e17712/Dimitri-Foulquier,Right-Back,['Rennes' 'Granada' 'Strasbourg' 'Getafe' 'Watford' 'Valencia']
Juan Foyth,ar,https://fbref.com/en/players/6c7762c3/Juan-Foyth,Centre-Back,['Estudiantes' 'Tottenham' 'Villarreal']
Gianluca Frabotta,it,https://fbref.com/en/players/d80b1835/Gianluca-Frabotta,Left-Back,['Juventus' 'Hellas Verona']
Raphael Framberger,de,https://fbref.com/en/players/626fab5f/Raphael-Framberger,Right-Back,['Augsburg']
Przemysław Frankowski,pl,https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski,Right Winger,['Lechia Gdańsk' 'Jagiellonia' 'Chicago Fire' 'Lens']
Enric Franquesa,es,https://fbref.com/en/players/40883e3a/Enric-Franquesa,Left-Back,['CD Mirandés' 'Girona' 'Levante']
Fransérgio,br,,,['Bordeaux' 'Braga' 'Marítimo']
Ryan Fraser,sc,https://fbref.com/en/players/d56543a0/Ryan-Fraser,Left Winger,['Aberdeen' 'Bournemouth' 'Ipswich Town' 'Newcastle Utd']
Davide Frattesi,it,https://fbref.com/en/players/2a7d27c1/Davide-Frattesi,Central Midfield,['Roma' 'Sassuolo' 'Ascoli' 'Empoli' 'Monza']
Fred,br,https://fbref.com/en/players/b853e0ad/Fred,Central Midfield,['Shakhtar' 'Manchester Utd']
Ryan Fredericks,en,https://fbref.com/en/players/c067631c/Ryan-Fredericks,Right-Back,['Brentford' 'Millwall' 'Middlesbrough' 'Bristol City' 'Fulham' 'West Ham']
Morten Frendrup,dk,https://fbref.com/en/players/f4d60499/Morten-Frendrup,Central Midfield,['Brøndby' 'Genoa']
Remo Freuler,ch,https://fbref.com/en/players/98d2c2c4/Remo-Freuler,Central Midfield,['Atalanta' 'Grasshopper' 'Luzern']
Marvin Friedrich,de,https://fbref.com/en/players/b77f44a4/Marvin-Friedrich,Centre-Back,"['Schalke 04' 'Union Berlin' ""M'Gladbach""]"
Marvin Friedrich,de,https://fbref.com/en/players/b77f44a4/Marvin-Friedrich,Centre-Back,"['Schalke 04' 'Union Berlin' ""M'Gladbach""]"
Jeremie Frimpong,nl,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong,Right-Back,['Manchester City' 'Celtic' 'Leverkusen']
Jorge de Frutos,es,https://fbref.com/en/players/38ce1150/Jorge-de-Frutos,Right Winger,['Valladolid' 'Rayo Vallecano' 'Levante']
Leo Fuhr Hjelde,no,https://fbref.com/en/players/d102b8a2/Leo-Fuhr-Hjelde,Centre-Back,['Ross County' 'Leeds United' 'Leeds Utd U23']
Chris Führich,de,https://fbref.com/en/players/0cf778df/Chris-Fuhrich,Right Winger,['Dortmund' 'Köln' 'Oberhausen U19' 'Paderborn 07' 'Stuttgart']
Angelo Fulgini,fr,https://fbref.com/en/players/4b96c347/Angelo-Fulgini,Central Midfield,['Angers' 'Valenciennes']
Stephan Fürstner,de,https://fbref.com/en/players/18c2e247/Stephan-Furstner,Defensive Midfield,['Bayern Munich' 'Greuther Fürth' 'Union Berlin' 'Braunschweig' 'Mainz 05']
Matteo Gabbia,it,https://fbref.com/en/players/c235e803/Matteo-Gabbia,Centre-Back,['Milan']
Manolo Gabbiadini,it,https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini,Centre-Forward,['Atalanta' 'Cittadella' 'Bologna' 'Sampdoria' 'Napoli' 'Southampton']
Mijat Gaćinović,rs,https://fbref.com/en/players/16daec92/Mijat-Gacinovic,Attacking Midfield,['Vojvodina' 'Eint Frankfurt' 'Hoffenheim' 'Panathinaikos']
Gianluca Gaetano,it,https://fbref.com/en/players/3b387cc7/Gianluca-Gaetano,Attacking Midfield,['Napoli' 'Cremonese']
Luca Gagliano,it,https://fbref.com/en/players/1d00a56c/Luca-Gagliano,Centre-Forward,['Cagliari']
Roberto Gagliardini,it,https://fbref.com/en/players/ce30bfc8/Roberto-Gagliardini,Central Midfield,['Cesena' 'Spezia' 'Vicenza' 'Atalanta' 'Inter']
Riccardo Gagliolo,se,https://fbref.com/en/players/173061c0/Riccardo-Gagliolo,Left-Back,['Carpi' 'Parma' 'Salernitana']
Javi Galán,es,https://fbref.com/en/players/a4b00319/Javi-Galan,Left-Back,['Córdoba' 'Huesca' 'Celta Vigo']
Iñigo Ruiz de Galarreta,es,https://fbref.com/en/players/91f7631f/Inigo-Ruiz-de-Galarreta,Central Midfield,"['Athletic Club' 'Mirandés' 'Zaragoza' 'Leganés' 'Numancia' 'Barcelona B'
 'Las Palmas' 'Mallorca']"
Nicolas Galazzi,it,https://fbref.com/en/players/a796492f/Nicolas-Galazzi,Right Winger,['Venezia']
Pablo Galdames Millán,cl,https://fbref.com/en/players/dd403465/Pablo-Galdames-Millan,Defensive Midfield,['Unión Española' 'Vélez Sarsf' 'Genoa']
Thiago Galhardo,br,https://fbref.com/en/players/766f48dd/Thiago-Galhardo,Centre-Forward,"['Coritiba' 'Ponte Preta' 'Albirex Niigata' 'Vasco da Gama' 'Ceará'
 'Internacional' 'Celta Vigo']"
Conor Gallagher,en,https://fbref.com/en/players/c2731c10/Conor-Gallagher,Central Midfield,['Charlton Ath' 'Chelsea' 'Crystal Palace' 'Swansea City' 'West Brom']
Cristian Gamboa,cr,https://fbref.com/en/players/f27680d9/Cristian-Gamboa,Right-Back,['Fredrikstad' 'Rosenborg' 'West Brom' 'Celtic' 'Bochum']
Kévin Gameiro,fr,https://fbref.com/en/players/42276181/Kevin-Gameiro,Centre-Forward,['Strasbourg' 'Lorient' 'Paris S-G' 'Sevilla' 'Atlético Madrid' 'Valencia']
Idrissa Gana Gueye,sn,https://fbref.com/en/players/72c812f3/Idrissa-Gana-Gueye,Defensive Midfield,['Lille' 'Aston Villa' 'Everton' 'Paris S-G']
Ignatius Ganago,cm,https://fbref.com/en/players/23c63b7f/Ignatius-Ganago,Centre-Forward,['Nice' 'Lens']
Silvère Ganvoula M'Boussy,cg,https://fbref.com/en/players/6c731625/Silvere-Ganvoula-MBoussy,Centre-Forward,['Westerlo' 'Anderlecht' 'Mechelen' 'Bochum' 'Cercle Brugge']
Álvaro García,es,https://fbref.com/en/players/90bbd822/Alvaro-Garcia,Left Winger,['Granada' 'Racing Sant' 'Cádiz' 'Rayo Vallecano']
Álvaro García,es,https://fbref.com/en/players/11184fa7/Alvaro-Garcia,Centre-Back,['Atlético Madrid' 'Espanyol']
Dani García,es,https://fbref.com/en/players/240d3a0b/Dani-Garcia,Central Midfield,['Eibar' 'Athletic Club']
David García,es,https://fbref.com/en/players/1250086e/David-Garcia,Centre-Back,['Las Palmas']
David García,es,https://fbref.com/en/players/3e42f707/David-Garcia,Centre-Back,['Osasuna' 'Leonesa']
Eric García,es,https://fbref.com/en/players/2bed3eab/Eric-Garcia,Centre-Back,['Manchester City' 'Barcelona']
Francisco Garcia,es,https://fbref.com/en/players/7226539b/Francisco-Garcia,Left-Back,['Rayo Vallecano']
Manu García,es,https://fbref.com/en/players/05a4465d/Manu-Garcia,Defensive Midfield,['Alavés']
Manu García,es,https://fbref.com/en/players/6ed1a2a2/Manu-Garcia,Attacking Midfield,['Manchester City' 'Alavés' 'NAC Breda' 'Toulouse' 'Sporting Gijón']
Raúl García,es,https://fbref.com/en/players/b418dbd4/Raul-Garcia,Centre-Forward,['Osasuna' 'Atlético Madrid' 'Athletic Club']
Raúl García,es,https://fbref.com/en/players/1a317a1b/Raul-Garcia,Left-Back,['La Coruña' 'Almería' 'Alavés' 'Leganés' 'Girona' 'Getafe' 'Valladolid']
Rubén García,es,https://fbref.com/en/players/c01826cb/Ruben-Garcia,Right-Back,['Asteras Tripoli']
Rubén García,es,https://fbref.com/en/players/5c96b017/Ruben-Garcia,Right Winger,['Levante' 'Sporting Gijón' 'Osasuna']
Saúl García,es,https://fbref.com/en/players/dafa5038/Saul-Garcia,Left-Back,"['Racing Sant' 'Tenerife' 'Mallorca' 'Girona' 'Numancia' 'La Coruña'
 'Rayo Vallecano' 'Sporting Gijón' 'Alavés']"
Unai García,es,https://fbref.com/en/players/4a633cfe/Unai-Garcia,Centre-Back,['Osasuna']
Alejandro Garnacho,es,,,['Manchester Utd']
Mario Gaspar,es,https://fbref.com/en/players/fb5d47b3/Mario-Gaspar,Right-Back,['Villarreal' 'Villarreal B']
Djeidi Gassama,fr,,,['Paris S-G']
Johan Gastien,fr,https://fbref.com/en/players/868eaba0/Johan-Gastien,Defensive Midfield,['Niort' 'Dijon' 'Brest' 'Clermont Foot']
Dwight Gayle,en,https://fbref.com/en/players/e58a03c6/Dwight-Gayle,Centre-Forward,"['Dag & Red' ""P'borough Utd"" 'Crystal Palace' 'Newcastle Utd' 'West Brom']"
Jean-Philippe Gbamin,ci,https://fbref.com/en/players/6bd603db/Jean-Philippe-Gbamin,Defensive Midfield,['Lens' 'Mainz 05' 'Everton' 'CSKA Moscow']
Linus Gechter,de,https://fbref.com/en/players/ad2b068c/Linus-Gechter,Centre-Back,['Hertha U17' 'Hertha U19' 'Hertha BSC']
Dennis Geiger,de,https://fbref.com/en/players/37f606f0/Dennis-Geiger,Central Midfield,['Hoffenheim']
Joe Gelhardt,en,https://fbref.com/en/players/01962d0d/Joe-Gelhardt,Centre-Forward,['Wigan Athletic' 'Leeds United' 'Leeds Utd U23']
Yannick Gerhardt,de,https://fbref.com/en/players/62ab9184/Yannick-Gerhardt,Central Midfield,['Köln' 'Wolfsburg']
Valère Germain,fr,https://fbref.com/en/players/ea0ff634/Valere-Germain,Centre-Forward,['Monaco' 'Nice' 'Marseille' 'Montpellier']
Gerson,br,https://fbref.com/en/players/8827bf46/Gerson,Central Midfield,[]
Willem Geubbels,fr,https://fbref.com/en/players/9836e892/Willem-Geubbels,Left Winger,['Lyon' 'Monaco' 'Nantes']
Hamadi Al Ghaddioui,ma,https://fbref.com/en/players/5723931e/Hamadi-Al-Ghaddioui,Centre-Forward,"['Lotte' ""Jahn R'burg"" 'Stuttgart']"
Ismaël Gharbi,tn,https://fbref.com/en/players/5b3cfa12/Ismael-Gharbi,Attacking Midfield,['Paris S-G']
Anwar El Ghazi,nl,https://fbref.com/en/players/ffa90327/Anwar-El-Ghazi,Right Winger,['Ajax' 'Jong Ajax' 'Lille' 'Aston Villa' 'Everton']
Anwar El Ghazi,nl,https://fbref.com/en/players/ffa90327/Anwar-El-Ghazi,Right Winger,['Ajax' 'Jong Ajax' 'Lille' 'Aston Villa' 'Everton']
Lamine Ghezali,fr,https://fbref.com/en/players/ce84946a/Lamine-Ghezali,Right Winger,['Saint-Étienne' 'Châteauroux']
Paolo Ghiglione,it,https://fbref.com/en/players/71dc23da/Paolo-Ghiglione,Right Midfield,['Genoa' 'SPAL' 'Pro Vercelli' 'Frosinone']
Saman Ghoddos,ir,https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos,Attacking Midfield,['Syrianska' 'Östersund' 'Amiens' 'Brentford']
Faouzi Ghoulam,dz,https://fbref.com/en/players/c5adc293/Faouzi-Ghoulam,Left-Back,['Saint-Étienne' 'Napoli']
Dimitris Giannoulis,gr,https://fbref.com/en/players/112c495e/Dimitris-Giannoulis,Left-Back,['PAOK' 'Atromitos' 'Norwich City']
Morgan Gibbs-White,en,https://fbref.com/en/players/32f60ed8/Morgan-Gibbs-White,Central Midfield,['Wolves' 'Swansea City' 'Sheffield Utd']
Ben Gibson,en,https://fbref.com/en/players/bcfb0142/Ben-Gibson,Centre-Back,"['Middlesbrough' 'Plymouth Argyle' 'York City' 'Tranmere Rovers' 'Burnley'
 'Norwich City']"
Niko Gießelmann,de,https://fbref.com/en/players/7242b495/Niko-Giesselmann,Left-Back,['Greuther Fürth' 'Düsseldorf' 'Union Berlin']
Óscar Gil,es,https://fbref.com/en/players/6652cf96/Oscar-Gil,Right-Back,['Elche' 'Espanyol']
Mario Gila,es,,,['Real Madrid']
Billy Gilmour,sc,https://fbref.com/en/players/df10e27c/Billy-Gilmour,Central Midfield,['Chelsea' 'Norwich City']
Daniel Ginczek,de,https://fbref.com/en/players/e5f63987/Daniel-Ginczek,Centre-Forward,"['Dortmund II' 'Bochum' 'St. Pauli' 'Nürnberg' 'Stuttgart II' 'Stuttgart'
 'Wolfsburg' 'Düsseldorf']"
Matthias Ginter,de,https://fbref.com/en/players/f521b80a/Matthias-Ginter,Centre-Back,"['Freiburg' 'Dortmund II' 'Dortmund' ""M'Gladbach""]"
Nicholas Gioacchini,us,https://fbref.com/en/players/79ab7593/Nicholas-Gioacchini,Centre-Forward,['Caen' 'Montpellier']
Sebastian Giovinco,it,https://fbref.com/en/players/2b7c18ae/Sebastian-Giovinco,Second Striker,['Juventus' 'Empoli' 'Parma' 'Toronto FC' 'Al-Hilal' 'Sampdoria']
Jimmy Giraudon,fr,https://fbref.com/en/players/6ba71da5/Jimmy-Giraudon,Centre-Back,['Troyes' 'Leganés']
Andrei Girotto,br,https://fbref.com/en/players/3befc2b6/Andrei-Girotto,Centre-Back,['Chapecoense' 'Kyoto Sanga' 'Nantes' 'Palmeiras']
Olivier Giroud,fr,https://fbref.com/en/players/16ceb862/Olivier-Giroud,Centre-Forward,['Tours' 'Montpellier' 'Arsenal' 'Chelsea' 'Milan']
Serge Gnabry,de,https://fbref.com/en/players/88e357ef/Serge-Gnabry,Right Winger,['Arsenal' 'Bayern Munich' 'Hoffenheim' 'Werder Bremen' 'West Brom']
Ben Godfrey,en,https://fbref.com/en/players/9f7c837d/Ben-Godfrey,Centre-Back,['Everton' 'Norwich City' 'Shrewsbury' 'York City']
Diego Godín,uy,https://fbref.com/en/players/fc4f85b1/Diego-Godin,Centre-Back,"['Villarreal' 'Atlético Madrid' 'Inter' 'Cagliari' 'Atlético Mineiro'
 'Vélez Sarsf']"
Edoardo Goldaniga,it,https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga,Centre-Back,['Perugia' 'Palermo' 'Sassuolo' 'Frosinone' 'Genoa' 'Cagliari']
Edoardo Goldaniga,it,https://fbref.com/en/players/4b029b31/Edoardo-Goldaniga,Centre-Back,['Perugia' 'Palermo' 'Sassuolo' 'Frosinone' 'Genoa' 'Cagliari']
Aleksandr Golovin,ru,https://fbref.com/en/players/3708e9fa/Aleksandr-Golovin,Attacking Midfield,['CSKA Moscow' 'Monaco']
André Gomes,pt,https://fbref.com/en/players/1961b2aa/Andre-Gomes,Central Midfield,['Benfica' 'Valencia' 'Barcelona' 'Everton']
Angel Gomes,en,https://fbref.com/en/players/645a3363/Angel-Gomes,Attacking Midfield,['Manchester Utd' 'Boavista' 'Lille']
Toti Gomes,pt,https://fbref.com/en/players/f0caab96/Toti-Gomes,Centre-Back,['Wolves' 'Grasshopper']
Dani Gómez,es,https://fbref.com/en/players/0e5ddc7c/Dani-Gomez,Centre-Forward,['Tenerife' 'Levante']
Joe Gomez,en,https://fbref.com/en/players/7a11550b/Joe-Gomez,Centre-Back,['Charlton Ath' 'Liverpool']
Maxi Gómez,uy,https://fbref.com/en/players/4c2e9442/Maxi-Gomez,Centre-Forward,['Defensor' 'Celta Vigo' 'Valencia']
Moi Gómez,es,https://fbref.com/en/players/5a626448/Moi-Gomez,Left Winger,['Villarreal B' 'Villarreal' 'Getafe' 'Sporting Gijón' 'Huesca']
Papu Gómez,ar,https://fbref.com/en/players/6e4df551/Papu-Gomez,Second Striker,['Atalanta' 'Catania' 'Metalist Kharkiv' 'Sevilla']
Sergi Gómez,es,https://fbref.com/en/players/bc6f5f06/Sergi-Gomez,Centre-Back,['Barcelona B' 'Celta Vigo' 'Sevilla' 'Espanyol']
Maxime Gonalons,fr,https://fbref.com/en/players/b8c1de25/Maxime-Gonalons,Defensive Midfield,['Lyon' 'Roma' 'Sevilla' 'Granada']
Vagner Gonçalves,cv,https://fbref.com/en/players/743fd71f/Vagner-Goncalves,Right Winger,['Saint-Étienne' 'Nancy' 'Metz' 'Sion']
Cedric Gondo,ci,https://fbref.com/en/players/ff37d2ef/Cedric-Gondo,Centre-Forward,['Ternana' 'Asteras Tripoli' 'Salernitana' 'Cremonese']
Álvaro González,es,https://fbref.com/en/players/42dcf26d/Alvaro-Gonzalez,Centre-Back,['Racing Sant' 'Zaragoza' 'Espanyol' 'Villarreal' 'Marseille']
Diego González,es,https://fbref.com/en/players/4ac7608e/Diego-Gonzalez,Centre-Back,['Sevilla' 'Sevilla B' 'Málaga' 'Elche']
Édgar González,es,https://fbref.com/en/players/49d028db/Edgar-Gonzalez,Defensive Midfield,['Betis' 'Oviedo']
Giovanni González,uy,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez,Right-Back,['River Plate' 'Peñarol' 'Mallorca']
Nicolás González,es,https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez,Left Winger,['Argentinos Jun' 'Stuttgart' 'Fiorentina']
Nicolás González,es,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez,Defensive Midfield,['Barcelona']
Nicolás González,ar,https://fbref.com/en/players/2374aaca/Nicolas-Gonzalez,Left Winger,['Argentinos Jun' 'Stuttgart' 'Fiorentina']
Nicolás González,ar,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez,Defensive Midfield,['Barcelona']
Peter González,do,https://fbref.com/en/players/1ccd3dae/Peter-Gonzalez,Right Winger,['Real Madrid']
Roberto González,es,https://fbref.com/en/players/56545648/Roberto-Gonzalez,Right Winger,['Las Palmas' 'Betis']
Charlie Goode,en,https://fbref.com/en/players/7aee4dd3/Charlie-Goode,Centre-Back,['Scunthorpe Utd' 'Northampton' 'Brentford' 'Sheffield Utd']
Anthony Gordon,en,https://fbref.com/en/players/2bd83368/Anthony-Gordon,Left Winger,['Everton' 'Preston']
Kaide Gordon,en,https://fbref.com/en/players/19a9cb70/Kaide-Gordon,Right Winger,['Derby County' 'Liverpool']
Leon Goretzka,de,https://fbref.com/en/players/cc86b9a3/Leon-Goretzka,Central Midfield,['Bochum' 'Schalke 04' 'Bayern Munich']
Gori,es,https://fbref.com/en/players/f3451c66/Gori,Attacking Midfield,['Espanyol']
Andoni Gorosabel,es,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel,Right-Back,['Real Sociedad']
Robin Gosens,de,https://fbref.com/en/players/2d970560/Robin-Gosens,Left-Back,['Dordrecht' 'Heracles Almelo' 'Atalanta' 'Inter']
Robin Gosens,de,https://fbref.com/en/players/2d970560/Robin-Gosens,Left-Back,['Dordrecht' 'Heracles Almelo' 'Atalanta' 'Inter']
Dan Gosling,en,https://fbref.com/en/players/7fec31a0/Dan-Gosling,Central Midfield,"['Plymouth Argyle' 'Everton' 'Newcastle Utd' 'Blackpool' 'Bournemouth'
 'Watford']"
Amine Gouiri,fr,https://fbref.com/en/players/aad56ca3/Amine-Gouiri,Centre-Forward,['Lyon' 'Nice']
Jeffrey Gouweleeuw,nl,https://fbref.com/en/players/1025db8e/Jeffrey-Gouweleeuw,Centre-Back,['Heerenveen' 'AZ Alkmaar' 'Augsburg']
Jonathan Gradit,fr,https://fbref.com/en/players/06c48679/Jonathan-Gradit,Centre-Back,['Tours' 'Caen' 'Lens']
